scraped_at,created_at,username,comment,likes
2025-12-10T14:28:01,2025-12-07T16:23:12,biztrack_,Mati aja lu jelek ketimpa kayu,0
2025-12-10T14:28:01,2025-12-07T16:22:19,tiasmara_,comel banget muka yang di foto 😍 boleh di pukul ga,0
2025-12-10T14:28:01,2025-12-07T16:21:44,_otdor_,nah ini nih,0
2025-12-10T14:28:01,2025-12-07T16:21:33,abeth_setyawati,Mohon maaf pak @prabowo mentri anda banyak yg aneh dan melukai hati rakyat🙏,0
2025-12-10T14:28:01,2025-12-07T16:21:09,demakmapping,,0
2025-12-10T14:28:01,2025-12-07T16:20:44,fadhillahpulunganpartii,Bahlul ente😂,0
2025-12-10T14:28:01,2025-12-07T16:20:11,amasav_aharaz,"Okey saya bahagia kita akhirnya bakal perang, biar jelas mana musuh mana teman, siapa menang siapa yg kalah, jelas.🔥👏",0
2025-12-10T14:28:01,2025-12-07T16:18:23,sidikprw68,"Setan,Hanya uang di K😮epalany",0
2025-12-10T14:28:01,2025-12-07T16:17:09,joejoejoe_0,,0
2025-12-10T14:28:01,2025-12-07T16:15:24,dzwy11,Bumi gonjang ganjing punya pemerintah kayak ANJINGGG,0
2025-12-10T14:28:01,2025-12-07T16:15:10,nppwi,"biar bisa yg orang"" bapak aja yekan pak",0
2025-12-10T14:28:01,2025-12-07T16:14:42,rndmrr666,bumi gonjang ganjing bahlil anjing,0
2025-12-10T14:28:01,2025-12-07T16:14:05,zulfafarhanaa,tll,0
2025-12-10T14:28:01,2025-12-08T06:54:35,_abcdefgusti,@zulfafarhanaa LICIK YE,0
2025-12-10T14:28:01,2025-12-07T16:13:35,yundammmm,Supaya orang”nya yg menjabat,0
2025-12-10T14:28:01,2025-12-07T16:12:42,nettamarinda,Ada no kontak nya gak kok naek darah aku dengar nya👊👊👊👊😒,0
2025-12-10T14:28:01,2025-12-07T16:11:33,21r.punk_,@bahlillahadalia KONTOL . PERKARA LO GEDUNG DPRD AKAN KAMI KAMI BAKAR DENGAN SE SADAR SADARNYA!!!,0
2025-12-10T14:28:01,2025-12-07T16:09:44,ryan_ahmr,4njink,0
2025-12-10T14:28:01,2025-12-07T16:08:51,mamasaherty,Ya allah saya berharap manusia ini hancur karena dia tak punya hati nurani pada sesama,0
2025-12-10T14:28:01,2025-12-07T16:07:25,ravv_lubiss,Binatang,0
2025-12-10T14:28:01,2025-12-07T16:05:00,kr_ystal3010,"Bener"" bajingan emang",0
2025-12-10T14:28:01,2025-12-07T16:03:53,awaangg,Bintang kau bahlil,0
2025-12-10T14:28:01,2025-12-07T16:03:22,sdmalg1vari,,0
2025-12-10T14:28:01,2025-12-07T16:02:00,david_naibahoo,Kami perlu teroris untuk membom gedung DPR RI,0
2025-12-10T14:28:01,2025-12-07T16:01:57,cwaniyu_,,0
2025-12-10T14:28:01,2025-12-07T16:00:56,prtmasniv,,0
2025-12-10T14:28:01,2025-12-07T15:59:59,sellayeyey,Emang tolol 😂,0
2025-12-10T14:28:01,2025-12-07T15:59:13,trijshml,,0
2025-12-10T14:28:01,2025-12-07T15:59:00,fahmialegro,Bahlil = bahlul,0
2025-12-10T14:28:01,2025-12-07T15:58:51,anggi24ramdani,Bajingan emang,0
2025-12-10T14:28:01,2025-12-07T15:58:17,yokofebrian,sebenarnya boleh asal integritas asal UU perampasan aset + hukuman mati bagi koruptor di sahkan dl. baru ini bs dilakukan dan partai tidak berhak mencampurin urusan pemerintah lg. harus indepent + integritas klo itu ga bs jgn dl ya.,0
2025-12-10T14:28:01,2025-12-07T15:57:42,aditiyandka,Goblin asu,0
2025-12-10T14:28:01,2025-12-07T15:54:12,oalah_yusyus,"JANGAN BAKAR GEDUNG DPR NYA, TANGKEP BAHLUL SEMUA AKAN NORMAL",1
2025-12-10T14:28:01,2025-12-07T15:54:08,wichoepohan,Otak pemerintah skrg gak ada ya.bkn memabntu mla se enak otak klian.mnding bubarkan ja pemrrinthan gak jelas,0
2025-12-10T14:28:01,2025-12-07T15:53:55,dokodoko_dcd,Ini Bukan Negara Demokrasii huhuhu,0
2025-12-10T14:28:01,2025-12-07T15:51:52,katimussssss,Anj ngentt kntl,0
2025-12-10T14:28:01,2025-12-07T15:50:12,hilmyysffa,Minta di telanjangin,0
2025-12-10T14:28:01,2025-12-07T15:42:10,arra_uta,Diem ga lu semvak,0
2025-12-10T14:28:01,2025-12-07T15:42:03,rudihd6,Manusia anjinggg,0
2025-12-10T14:28:01,2025-12-07T15:41:13,utii_mcd,Serah lu lil,0
2025-12-10T14:28:01,2025-12-07T15:41:09,xbegundaljktx,Tot,0
2025-12-10T14:28:01,2025-12-07T15:40:54,haddira15,Halahhh muaakkk,0
2025-12-10T14:28:01,2025-12-07T15:40:45,tomi_welesa,Anjgg,0
2025-12-10T14:28:01,2025-12-07T15:39:56,el.repository,Kok dia ngk dicopot sih?,0
2025-12-10T14:28:01,2025-12-07T15:39:42,ftrnovita,Okee gausah bayar pajak biar gk ada gaji juga kalian😂,0
2025-12-10T14:28:01,2025-12-07T15:38:06,he.luu__,opo maneh iki lil lil,0
2025-12-10T14:28:01,2025-12-07T15:37:57,uchup_sy23,Mau bikin api besar nih pak bahlul ...,0
2025-12-10T14:28:01,2025-12-07T15:34:44,8strdmagazine,🤦🏻‍♀️,0
2025-12-10T14:28:01,2025-12-07T15:33:35,rahmat_hidayat97,Si gblok bacot wae ajg,0
2025-12-10T14:28:01,2025-12-07T15:33:31,sarahpegri,Pala lo peang 😰,0
2025-12-10T14:28:01,2025-12-07T15:33:22,syamsulsky,Mau anggarannya gede juga biarin aja... kan anggarannya ada.. emang mau di kemanaain anggarannya mau di makan sma lo lagi bahlul,0
2025-12-10T14:28:01,2025-12-07T15:33:20,samajaah,CONGORR KAU LIL 🔥,0
2025-12-10T14:28:01,2025-12-07T15:32:37,yenni7___,ASTAGA,0
2025-12-10T14:28:01,2025-12-07T15:32:27,zakariamuh98,Sampluk raimu!!!,0
2025-12-10T14:28:01,2025-12-07T15:32:05,rafliesalmann,Dasar goblog sia goblin,0
2025-12-10T14:28:01,2025-12-07T15:31:32,steliaelfina,"Indonesia mundur, dijajah oleh pejabatnya yg maruk kekuasaan😢😢😢",0
2025-12-10T14:28:01,2025-12-07T15:31:00,_semirsepatu,"pertalite brebet, pertamax boros",0
2025-12-10T14:28:01,2025-12-07T15:29:27,holycaaaa,"pemerintah dibanding rakyat itu emg seberapa si anjing, lu yakin lu sama antek antek lu mau ngelawan rakyat😂rakyat pada mogok pajak baru tau rasa lu monyet. skincare an gih lu sno bangsat najis bgt liatnya",0
2025-12-10T14:28:01,2025-12-07T15:28:44,zaaahzizzah,ada yang punya kenalan dukun ga???,3
2025-12-10T14:28:01,2025-12-07T15:37:41,aiidalwhd,"@zaaahzizzah ikut nyumbang pertamax kak buat dukun nya, biar cepet🔥",0
2025-12-10T14:28:01,2025-12-07T15:28:03,susiloagung_18,Memang anjinh,0
2025-12-10T14:28:01,2025-12-07T15:27:57,lilihanifah22,Gua lebih setuju dia yg dipanggil duluan Ama yg Maha Kuasa @bahlillahadalia 👊,0
2025-12-10T14:28:01,2025-12-07T15:26:44,m.fajar_rianto,"Perlahan tapi pasti, heemmmm aku mencium aroma orba😂😂😂😂",0
2025-12-10T14:28:01,2025-12-07T15:26:32,adi.prabawa12,Ni orang bisa di hilangin gak sih dari pemerintahan.. Makin lama makin kesel liat mukanya dimana mana,0
2025-12-10T14:28:01,2025-12-07T15:26:26,made_donsw,Patungan se indonesia buat beli 10 RPG,0
2025-12-10T14:28:01,2025-12-07T15:26:23,irsyadandre,Ngakak online wkwkw,0
2025-12-10T14:28:01,2025-12-07T15:24:48,lingga9977,Sumpah nih orang harus di tembak mati,0
2025-12-10T14:28:01,2025-12-07T15:24:35,bmbg92_speedshop,Stop bayar pajak 🙌🙌🙌,0
2025-12-10T14:28:01,2025-12-07T15:22:38,fatqurtentacion_,stress,0
2025-12-10T14:28:01,2025-12-07T15:22:20,atikaakd,dia kenapa ngga dikirim ke bulan aja sih,0
2025-12-10T14:28:01,2025-12-07T15:40:13,aiidalwhd,"@atikaakd kalo bisa agak ke matahari kak, biar lebih menyala dia disana🔥",1
2025-12-10T14:28:01,2025-12-07T16:01:13,nabilafebrinaa,@atikaakd deket bgt ke bulan? Ke neraka sekalian sih,0
2025-12-10T14:28:01,2025-12-07T15:20:56,thishit1,ada yang bisa bikin buoommm ga sii? biar dilempar ke gedung dpr,0
2025-12-10T14:28:01,2025-12-07T15:20:17,thishit1,"lu bahlil bener2 yallah sumpah gua beneran sholat tahajud doain elu, dzolim bgt soalnyaa udah gatau lahi harus berkata apa? lu kalo mau  ngubah negara jadi komunis mending ke korut dah, bener2 luaa yak ga ada lagi otak emg",0
2025-12-10T14:28:01,2025-12-07T15:20:01,setyapaningarr_,@presidenrepublikindonesia  yg gini pak yg maksudnya pintar😮,1
2025-12-10T14:28:01,2025-12-07T15:18:06,hanes.bagus,maaf itu tolong disensor . gak baik dilihat anak anak,0
2025-12-10T14:28:01,2025-12-07T15:15:54,yap7_lina,"Si ketua parpol smpe detik ini, otaknya asyik ke kuasa sj...neg punya parpol so yg atur parpol.. @bahlillahadalia .. Yukk..rakyat gk DPR or DPRD  yg dr parpol.. Jika pilih lagi, Indonesia akan seperti ini terus..",0
2025-12-10T14:28:01,2025-12-07T15:15:52,senja.ilalang,"Gatel , banyak kebusukannya ini akalnya",0
2025-12-10T14:28:01,2025-12-07T15:15:48,lilianaaauk,kenapa bukan dia sih yang mati?,0
2025-12-10T14:28:01,2025-12-07T15:15:43,alialhaddarr,Gua tutup toko seminggu buat demo sampe beneran terjadi,0
2025-12-10T14:28:01,2025-12-07T15:14:55,alkarimakhbar,🔥iya kalau gitu bakar lagi DPR nya susah amat,0
2025-12-10T14:28:01,2025-12-07T15:13:13,odik_odk,Mentri terbaik,0
2025-12-10T14:28:01,2025-12-07T15:12:32,staysanthuy_,"Org ini hrs di lengserkan, jika tidak politik kerakyatan akan selesai.",0
2025-12-10T14:28:01,2025-12-07T15:12:14,s_crpio97,Keling tolol,0
2025-12-10T14:28:01,2025-12-07T15:11:39,nofriansyah89,Brarti Indonesia bukan negara demokrasi lagi donk,0
2025-12-10T14:28:01,2025-12-07T15:11:08,eylaaaawt_,ini mentri nya bikin istighfar muluu 😢😢,0
2025-12-10T14:28:01,2025-12-07T15:10:51,panji_z9a,Bener2 biadab mereka tuh.,0
2025-12-10T14:28:01,2025-12-07T15:10:00,rizaldevan95,@bahlillahadalia @melangkahdaritimur.id tau ANJING gk ?,0
2025-12-10T14:28:01,2025-12-07T15:09:29,naufaldzaki__mk,,7
2025-12-10T14:28:01,2025-12-07T15:08:22,gladysamanda_le,Kntl,0
2025-12-10T14:28:01,2025-12-07T15:07:03,adikismaaryani,BAHLIL LU MENDING DIEM DEH KATA GUE 😭👊,0
2025-12-10T14:28:01,2025-12-07T15:06:14,andriyanto1123_,💩💩💩💩,0
2025-12-10T14:28:01,2025-12-07T15:05:56,ariyanti_widiaw,Bukannya RAKYAT dipikirin MALAH mikirin diri SENDIRI @bahlillahadalia MEMEG,0
2025-12-10T14:28:01,2025-12-07T15:05:18,malfinfirmansyah,"NEPALKAN MANUSIA DZOLIM @bahlillahadalia SAMPAH, TIDAK PUNYA MALU, HINAAAA",0
2025-12-10T14:28:01,2025-12-07T15:04:33,agusintan,Bahlil fuck u,0
2025-12-10T14:28:01,2025-12-07T15:04:07,entuy97,Stres nih manusia. Yuk patungan buat keduku santet org ini😂,0
2025-12-10T14:28:01,2025-12-07T15:03:52,m._setiyawan,Cihuahua bacot,0
2025-12-10T14:28:01,2025-12-07T15:03:35,uifa.woody,Apasih monkey!!!!,0
2025-12-10T14:28:01,2025-12-07T15:03:11,awantantowi.awantantowi.1,bnyak bicara kau bahlul cari2 kesempatan aj,0
2025-12-10T14:28:01,2025-12-07T15:03:07,ariefsaputrar,MONYET,0
2025-12-10T14:28:01,2025-12-07T15:01:20,whysptr1218,Udah gkpp biarin aja dia mau gmana tinggal kita atur tanggal mainnya aja buat reset para keparat itu!! 🔥,0
2025-12-10T14:28:01,2025-12-07T15:01:06,atg_isekaiexpress,Ni org demen banget rage bait satu negara,0
2025-12-10T14:28:01,2025-12-07T14:59:55,pochita___,Bisa bisanya masih mikirin gituan,0
2025-12-10T14:28:01,2025-12-07T14:59:00,gibranvicomalino,Satu satunya orang goblok di Indonesia,0
2025-12-10T14:28:01,2025-12-07T14:58:20,gpernandi,Pilkada pilkada tai anjing!,0
2025-12-10T14:28:01,2025-12-07T14:57:21,snoopgooat,Ide tolol apa lagi ini😂,0
2025-12-10T14:28:01,2025-12-07T14:57:03,wibawabintang01,Ngajak war mulu nih si ajg bahlul,0
2025-12-10T14:28:01,2025-12-07T14:56:48,9111807j,mas bahlel mas bahlel,0
2025-12-10T14:28:01,2025-12-07T14:56:19,tasyaaafebr,"Serah dah lil, atur lil",0
2025-12-10T14:28:01,2025-12-07T14:55:14,ibu_iyem,"Bantu korban banjir d Aceh ,Sumbar kok pikada yg di pikiri aneh",0
2025-12-10T14:28:01,2025-12-07T14:55:01,odaymorrison,Rakyat udh banyak yg GK suka Ama lo.lil mending mundur,0
2025-12-10T14:28:01,2025-12-07T14:54:36,xiaof___,"Sadrrr kagak, Makin menjadiiii mah iyaaa buset dahhhhh.. apa yg mau diharapkan dari negara konohaaa kalo isinya modelan gini😩😩😩😩😩",0
2025-12-10T14:28:01,2025-12-07T14:53:31,wibowobowo812,Kata teman saya klo masih di gaji pake duit pajak rakyat ga usah macem macem sama rakyat.dewasalah ambil keputusan dan peraturan seperti umumnya seperti di negara lain yg ga ada demo dll nya.rakyat juga ga minta yg wah wah ko,0
2025-12-10T14:28:01,2025-12-07T14:52:48,roseans_,Orgilll,0
2025-12-10T14:28:01,2025-12-07T14:51:47,iyanchorneto,kalo gtu gak usah minta minta pajak ke rakyat. tolol,0
2025-12-10T14:28:01,2025-12-07T14:49:47,austinmaturbongs_,NAJISSSSS BANGSATT,0
2025-12-10T14:28:01,2025-12-07T14:49:43,durachman.durachman.963,Usul saya bubarin DPR aja gak guna,0
2025-12-10T14:28:01,2025-12-07T14:49:24,lestarida_les,Kebanggaan prabowo😂,0
2025-12-10T14:28:01,2025-12-07T14:49:21,dhheaps,Jelek bgt anjir ini org dr segi manapun 😭😭👊👊,0
2025-12-10T14:28:01,2025-12-07T14:48:25,friska_firza,Kpn nih org kena azab,0
2025-12-10T14:28:01,2025-12-07T14:47:12,a.r__sembiringg,MEMANG K*NTOL KAU KELING BABI,0
2025-12-10T14:28:01,2025-12-07T14:46:15,halokhai__,We need an hunter! Kill the goblin!,0
2025-12-10T14:28:01,2025-12-07T14:44:58,cerrisakayla,💀💀,0
2025-12-10T14:28:01,2025-12-07T14:44:47,arbieardasya71,"Tpi katanya negara demokrasi ,penjahat smua isi negri ini😂",0
2025-12-10T14:28:01,2025-12-07T14:44:28,azwan.afandi,belunder terus si cepot,0
2025-12-10T14:28:01,2025-12-07T14:43:50,_ahb19,TENGGELAMKAN BU @susipudjiastuti115,0
2025-12-10T14:28:01,2025-12-07T14:42:53,kakcr_24,Goblin gosong ini musti di depak deh,0
2025-12-10T14:28:01,2025-12-07T14:42:33,fahmi_sadlyy,KUO,0
2025-12-10T14:28:01,2025-12-07T14:42:01,americ4n0___,Sumpah greget sama bahlil jelek ini,0
2025-12-10T14:28:01,2025-12-07T14:38:47,iir_xx18,Halal ga si musang ini di sembelih 😢,0
2025-12-10T14:28:01,2025-12-07T14:37:31,nubzatussaniahii,Ginian aja gercep biat ga brtele tele..eh pak itu bencana sumatra jaangalah dibuat bertele tele..gada Gercep nyaa😢,0
2025-12-10T14:28:01,2025-12-07T14:37:22,ishan_shan1708,Aku yakin klo ini sampai terjadi bakal ada revolusi besar deh,0
2025-12-10T14:28:01,2025-12-07T14:37:22,mikaylla.aum,Lanjutkan🔥menyala 2 periode,0
2025-12-10T14:28:01,2025-12-07T14:36:25,raden_maszamroni,DAJJAL,0
2025-12-10T14:28:01,2025-12-07T14:35:43,zetptr,Monyet satu ini ada ajh gebrakannya,0
2025-12-10T14:28:01,2025-12-07T14:34:22,iik_randall,"Boleh2 saja asal bebas pajak utk rakyat bukan pejabat,pejabat pasti ngg ada gaji tanpa rakyat..😂",0
2025-12-10T14:28:01,2025-12-07T14:33:22,chnch___,Ongol,0
2025-12-10T14:28:01,2025-12-07T14:33:21,danibd23_,Dan kami berharap BAHLIL di pilih lansung MALAIKAT ISRAIL,0
2025-12-10T14:28:01,2025-12-07T14:32:44,ardwiansyahm,Gimana kalo kita bvnvh si bahlul?,0
2025-12-10T14:28:01,2025-12-07T14:32:25,lalacozmichypening,Bazingannn,0
2025-12-10T14:28:01,2025-12-07T14:32:17,nakamurahikaru228,Halah.,0
2025-12-10T14:28:01,2025-12-07T14:32:13,novarheza,"Pikiran lu kotor Lil, sekotor muka lu 🖕",0
2025-12-10T14:28:01,2025-12-07T14:32:13,sandiallvares,Bunuh Bahlil dan komplotannya 🔪🔪🔪,0
2025-12-10T14:28:01,2025-12-07T14:31:37,ali_rawabebek,Terpilih bukan karena inspirasi rakyat... tapi karena besaran amplop untuk DPRD... bisa aja nyari project selipin luh @bahlillahadalia,0
2025-12-10T14:28:01,2025-12-07T14:30:58,si_bororonald,,0
2025-12-10T14:28:01,2025-12-07T14:30:28,geoghovoer,Aneh 😢,0
2025-12-10T14:28:01,2025-12-07T14:30:13,habiibiiee,"jujur untuk kedepan dan seterusnya rakyat sepertinya ga butuh dgn adanya pemerintahan, lebih baik indonesia tdk ada pemerintah atau apapun itu, biar berjalan dgn sendirinya",0
2025-12-10T14:28:01,2025-12-07T14:27:59,ahmadekamis,Bubar aja biar tidak bertele tele,0
2025-12-10T14:28:01,2025-12-07T14:26:08,fj.effendi,MUSNAHKAN 🔥🔥🔥🔥🔥,0
2025-12-10T14:28:01,2025-12-07T14:24:57,azizimaharani_,,0
2025-12-10T14:28:01,2025-12-07T14:24:44,habiibiiee,kayanya pemerintah dan pejabat punya negara sendiri,0
2025-12-10T14:28:01,2025-12-07T14:24:16,sholehdart,Wadduh bahaya bener ini orang,0
2025-12-10T14:28:01,2025-12-07T14:24:14,omh.gambar,"Koyo ngene kok iso isone dadi menteri,pekok ngene mikirne wetenge dewe",0
2025-12-10T14:28:01,2025-12-07T14:22:54,imanmaulana72,Dasar abu gosong,0
2025-12-10T14:28:01,2025-12-07T14:22:05,tellesss123,Biadab,0
2025-12-10T14:28:01,2025-12-07T14:21:59,dikiyudas,Golkar mulai kuning keputih putihan alias blur 😂,0
2025-12-10T14:28:01,2025-12-07T14:21:47,dikahermawaan,Kntl,0
2025-12-10T14:28:01,2025-12-07T14:20:48,flojack43,GK akan ikut pemilihan apapun,0
2025-12-10T14:28:01,2025-12-07T14:19:22,unknown_41096,Minat tanggapannya dong ketua @dj_donny @salim_dower,0
2025-12-10T14:28:01,2025-12-07T14:17:42,mitaaftryn,@mtiazhrarmdni @afridiensuwirna_ 🤣,0
2025-12-10T14:28:01,2025-12-07T14:17:39,pakrtttt14,Simonyet,0
2025-12-10T14:28:01,2025-12-07T14:17:33,achonkgaspooll,lumpur muka kau..,0
2025-12-10T14:28:01,2025-12-07T14:16:42,ratna_dwi_927,Pantes d sebut bajingan Lo anjeng @bahlillahadalia babiiiiiiii,0
2025-12-10T14:28:01,2025-12-07T14:16:00,ngrhwhyu_,NIH MANUSIA LAMA LAMA NGELUNJAK YA BABI,0
2025-12-10T14:28:01,2025-12-07T14:15:46,anggunn.kartikaa,@bahlillahadalia ORGIL,0
2025-12-10T14:28:01,2025-12-07T14:12:49,wave.samgong,Ini mahluk belum pernah digamparin pake kontol kali yaa.. ada2 aja bgst,0
2025-12-10T14:28:01,2025-12-07T14:12:26,budi_hartono_silaen,@bahlillahadalia @melangkahdaritimur.id sampah semua ide mu !,0
2025-12-10T14:28:01,2025-12-07T14:10:56,dickysp31,Wkwkwk ada aja gebrakannya 😂,0
2025-12-10T14:28:01,2025-12-07T14:10:56,dwiapriliasn,Kenapa dia tolol bin gblk ya? Ga pernah tuh otaknya dipake dengan bner. Kenapa org yg kayak gini malah hidup lama?,0
2025-12-10T14:28:01,2025-12-07T14:10:29,elfinnaaaa,Anjjjjj,0
2025-12-10T14:28:01,2025-12-07T14:10:18,yowessory,Desember D ne Bajingan,0
2025-12-10T14:28:01,2025-12-07T14:09:54,wulannur71,"Orang kek gini masih aja di puji2, ternyata mereka semua sama aja huft😮‍💨",0
2025-12-10T14:28:01,2025-12-07T14:09:10,xn_nuu,YaAllah pengen punya Death Note,3
2025-12-10T14:28:01,2025-12-07T14:07:51,nyonyo_nich,,0
2025-12-10T14:28:01,2025-12-07T14:07:08,farennno_,golkar pengen balik orba terus dah,0
2025-12-10T14:28:01,2025-12-07T14:07:03,mutiahwijilestari,Siapa sih yg milih @bahlillahadalia,0
2025-12-10T14:28:01,2025-12-07T14:06:45,mynameissri95,"Takut duluan ya,bisa gk orang ini gk perlu ngejabat lagi",0
2025-12-10T14:28:01,2025-12-07T14:03:53,h___lda,Pengen mukul mukanya,0
2025-12-10T14:28:01,2025-12-07T14:03:38,nogestyutami,"Lantai kamar mandi, please do your magic 😇",0
2025-12-10T14:28:01,2025-12-07T14:02:28,sarwogiyanto,😂😂😂 kesini makin muak,0
2025-12-10T14:28:01,2025-12-07T14:02:27,doel_squarepants,Yeeee...Bahlulll,0
2025-12-10T14:28:01,2025-12-07T14:00:26,radenbasyir,ngotak lah ireng,0
2025-12-10T14:28:01,2025-12-07T14:00:08,dnstrishrn,Alien,0
2025-12-10T14:28:01,2025-12-07T13:59:15,syafrianijulack,PIKIRAN DANGKAL,0
2025-12-10T14:28:01,2025-12-07T13:57:05,monicadelova20,Bisa diam dak Bahlil💀Sumatra Sadang bencana nasional nyo bagai SE nan KA nyo usul Jo kecek an gaek ko,0
2025-12-10T14:28:01,2025-12-07T13:55:51,priambudi_arra,"@bahlillahadalia @melangkahdaritimur.id BUKANYA PEMERINTAH YANG SELALU BERTELE-TELE, APALAGI SI MACAM OMPONG @prabowo YANG CUMA OMON-OMON KATANYA MAU SIKAT KARUPTOR TOHH OMON-OMON DOANG.",0
2025-12-10T14:28:01,2025-12-07T13:55:48,saribumy.id,Coba kayu2 yg hanyut pas banjir kemaren itu gak adakah satu pun yg ngehantam ini manusia???,0
2025-12-10T14:28:01,2025-12-07T13:55:38,erqvsl_____,,0
2025-12-10T14:28:01,2025-12-07T13:55:23,raynaldolesmana,Ubin bengkel byk bacot,0
2025-12-10T14:28:01,2025-12-07T13:55:11,peapeo93,,0
2025-12-10T14:28:01,2025-12-07T13:54:34,umimakeup.pngxskybox,Najisss cuihhh,0
2025-12-10T14:28:01,2025-12-07T13:54:26,rnzl_19,Bahlil ANJING,0
2025-12-10T14:28:01,2025-12-07T13:54:21,permataqzp,BACOT 🔥,0
2025-12-10T14:28:01,2025-12-07T13:54:03,andysastr0,"ora butuh, ora urus ?",0
2025-12-10T14:28:01,2025-12-07T13:53:24,cewekkkleooo_,"Kita semua akan Masuk surga jalur WNI , setiap hari diuji mulu heran 🙌🙌🙌❤️❤️❤️",0
2025-12-10T14:28:01,2025-12-07T13:53:21,rasmhd25,GEBRAKAN APALAGI SI @bahlillahadalia MUKA JELEK KONTOLLLLLLL,0
2025-12-10T14:28:01,2025-12-07T13:53:17,dilahnie_,Idih anjing,0
2025-12-10T14:28:01,2025-12-07T13:52:59,_eshafaradhiba_,Tingkahnya gabisa diem sehari aja..,4
2025-12-10T14:28:01,2025-12-08T04:34:49,mtsabitt,@_eshafaradhiba_  nafas aja salah mahluk itu mah nafas nya membahayakan sekitar😂,0
2025-12-10T14:28:01,2025-12-07T13:52:50,rigayuriko,"harunsya ada sistem, menteri juga dipilih rakyat",0
2025-12-10T14:28:01,2025-12-07T13:52:46,adhie.nagara,Si kont ini masih ngurusin jabatan,0
2025-12-10T14:28:01,2025-12-07T13:52:35,idiosyncratic.us,Ya allah percepat dia,0
2025-12-10T14:28:01,2025-12-07T13:51:30,niara.ara121,Alasannnn,0
2025-12-10T14:28:01,2025-12-07T13:51:18,adefebrian21,opet upin ipin rese bgt,0
2025-12-10T14:28:01,2025-12-07T13:50:39,alby8_3,Klo Dpr Itu Orang Partai Jadi dimana Demokrasinya PEA,0
2025-12-10T14:28:01,2025-12-07T13:49:16,ahmadsidiqpriyanto,Wes angel !!!,1
2025-12-10T14:28:01,2025-12-07T13:49:13,_imyouricon,Mantap ada aja gebrakannya capybara ini 🔥🔥🔥,1
2025-12-10T14:28:01,2025-12-07T13:49:12,abri22.id,Wes orangnya ireng Atine ra karuan jahanam 😂,0
2025-12-10T14:28:01,2025-12-07T13:47:17,herryhrm_,,0
2025-12-10T14:28:01,2025-12-07T13:46:16,heru_subaru,"PASTI MAU DIKORUP INI, MASAK IYA PEMANGKASAN ANGGARAN. YANG UDAH-UDAH GITU SOALNYA 🗿",0
2025-12-10T14:28:01,2025-12-07T13:46:13,zayn.0807,Real ga punya otak.,0
2025-12-10T14:28:01,2025-12-07T13:46:03,hambaallah096,Bangcat,0
2025-12-10T14:28:01,2025-12-07T13:45:35,abdulsyukurkamal,BACO* LU KO*TOL,0
2025-12-10T14:28:01,2025-12-07T13:45:19,cak_adzim70,Gila luu,0
2025-12-10T14:28:01,2025-12-07T13:44:37,sersanjencijawaaaa,"macem macem Bae si kelling, geram gw",0
2025-12-10T14:28:01,2025-12-07T13:44:06,angga.anggriawan10,Rill kah ini doi yg bicara,0
2025-12-10T14:28:01,2025-12-07T13:42:46,aryzulkarnaen,Terbuat dari tanah sengketa keknya ini org ya..😂,0
2025-12-10T14:28:01,2025-12-07T13:42:44,nungbaharr_,Ngana pe nenek moyang memang agak lain b4hlul 👹😡🫵🏻,0
2025-12-10T14:28:01,2025-12-07T13:42:14,debiedeboet,Otak kemana yak,0
2025-12-10T14:28:01,2025-12-07T13:41:59,rofi_abiyana,Goblok,0
2025-12-10T14:28:01,2025-12-07T13:41:20,apay_____,Makin hari makin menjadi ni para pejabat konoha knp ga permanen sekalian t41,0
2025-12-10T14:28:01,2025-12-07T13:40:56,nounnakeong,Astaghfirullah hal adziim 🙈,0
2025-12-10T14:28:01,2025-12-07T13:39:04,deniadtya_,Emg goblok ni hewan,0
2025-12-10T14:28:01,2025-12-07T13:36:43,antony.putri01,Kita pake cara NEPAL🔥🔥🔥🔥,0
2025-12-10T14:28:01,2025-12-07T13:36:22,gungade1204,Ini mah udh di luar prediksi BMKG 😂😂😂,0
2025-12-10T14:28:01,2025-12-07T13:36:20,nanada_qn,🔥,0
2025-12-10T14:28:01,2025-12-07T13:35:08,ay_airohima,Amit2,0
2025-12-10T14:28:01,2025-12-07T13:34:26,adinata_ena,Gruduk aja lah pusing,0
2025-12-10T14:28:01,2025-12-07T13:34:11,imeliaekaagustin,Hih,0
2025-12-10T14:28:01,2025-12-07T13:33:03,chy.senjaa,"Berisik banget ni orang, bisa diem gk sih, muak banget",0
2025-12-10T14:28:01,2025-12-07T13:33:02,heii.achong,Emng dah seharusnya unjukRA5A .. buat bubarin DPR. KaD3S.dan K3m3n,0
2025-12-10T14:28:01,2025-12-07T13:32:57,teh_celupppppp,Bahlil kontolll,0
2025-12-10T14:28:01,2025-12-07T13:32:48,ina_soem,Dajjal semua pemerintah kita,0
2025-12-10T14:28:01,2025-12-07T13:32:04,dr.febricitragung,Bacot maneh,0
2025-12-10T14:28:01,2025-12-07T13:31:02,toto_hashirama,"Silahkan saja, anda akan merasakan kemarahan rakyat 2 kali lipat dari yg kemarin",0
2025-12-10T14:28:01,2025-12-07T13:30:36,rehanhabsyp,,1
2025-12-10T14:28:01,2025-12-07T13:30:21,kasep66,opet,0
2025-12-10T14:28:01,2025-12-07T13:29:58,sumiati_40,Kocaknya bahlul,0
